ClaimNumber,HowReported,MainContactType,ReportedDate,PolicyLocations,LossDate,LossCause,LossLocationID,Notes,State,Assessment,LossCause_asper_PDS
CLM000459,In-Person,Policyholder,2023-02-07,LOC0137,2022-05-21,Collision,LOC0333,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000460,Phone,Policyholder,2024-11-10,LOC0188,2021-04-08,Theft,LOC0875,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000461,Online,Agent,2023-08-19,LOC0038,2022-05-02,Natural Disaster,LOC0337,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000462,Phone,Policyholder,2023-04-15,LOC0452,2022-07-17,Fire,LOC0343,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000463,Online,Agent,2024-07-21,LOC0071,2022-08-26,Fire,LOC0872,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000464,Phone,Policyholder,2024-07-30,LOC0053,2023-10-10,Theft,LOC0822,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000465,In-Person,Broker,2023-12-06,LOC0910,2023-12-05,Theft,LOC0411,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000466,In-Person,Agent,2024-11-21,LOC0078,2022-05-29,Fire,LOC0274,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000467,Phone,Agent,2023-11-01,LOC0552,2023-05-07,Collision,LOC0816,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000468,Online,Broker,2024-06-09,LOC0516,2024-02-17,Natural Disaster,LOC0220,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000469,In-Person,Broker,2024-11-21,LOC0636,2022-04-26,Natural Disaster,LOC0479,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000470,Email,Agent,2022-06-03,LOC0871,2024-09-04,Fire,LOC0634,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000471,In-Person,Broker,2022-10-06,LOC0940,2024-08-17,Natural Disaster,LOC0368,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000472,Online,Broker,2023-01-14,LOC0298,2021-10-27,Theft,LOC0996,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000473,Email,Agent,2022-02-26,LOC0686,2022-10-17,Fire,LOC0586,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000474,Online,Policyholder,2023-03-13,LOC0060,2023-04-10,Natural Disaster,LOC0453,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000475,Phone,Policyholder,2023-09-30,LOC0208,2024-03-03,Natural Disaster,LOC0533,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000476,Online,Broker,2022-09-21,LOC0290,2021-01-25,Collision,LOC0335,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000477,Phone,Broker,2023-06-23,LOC0645,2022-08-14,Fire,LOC0566,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000478,Phone,Broker,2022-03-25,LOC0578,2021-09-04,Fire,LOC0050,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000479,Email,Policyholder,2023-08-15,LOC0631,2022-10-07,Natural Disaster,LOC0666,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000480,Phone,Agent,2024-02-05,LOC0247,2021-06-21,Fire,LOC0675,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000481,Online,Broker,2024-04-28,LOC0208,2024-10-27,Natural Disaster,LOC0804,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000482,In-Person,Agent,2023-02-04,LOC0413,2024-01-10,Natural Disaster,LOC0447,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000483,In-Person,Agent,2022-07-10,LOC0799,2022-12-02,Fire,LOC0476,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000484,Email,Agent,2024-11-27,LOC0118,2022-06-22,Collision,LOC0478,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000485,Online,Agent,2022-10-23,LOC0601,2022-04-19,Fire,LOC0788,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000486,Phone,Policyholder,2022-03-20,LOC0436,2024-09-06,Fire,LOC0130,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000487,Phone,Policyholder,2024-06-30,LOC0405,2022-11-21,Collision,LOC0881,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000488,Email,Policyholder,2022-10-18,LOC0340,2021-04-27,Natural Disaster,LOC0003,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000489,In-Person,Agent,2024-01-21,LOC0927,2022-10-08,Collision,LOC0312,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000490,Online,Policyholder,2023-09-23,LOC0392,2021-11-23,Natural Disaster,LOC0730,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000491,Phone,Broker,2022-10-11,LOC0314,2023-07-25,Fire,LOC0785,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000492,In-Person,Policyholder,2023-02-03,LOC0242,2022-10-04,Fire,LOC0983,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000493,Online,Broker,2024-07-20,LOC0108,2021-12-15,Fire,LOC0178,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000494,Email,Policyholder,2024-09-01,LOC0732,2024-06-24,Natural Disaster,LOC0736,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000495,Email,Policyholder,2022-07-17,LOC0784,2021-07-14,Natural Disaster,LOC0621,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000496,In-Person,Agent,2024-12-04,LOC0732,2024-09-23,Collision,LOC0973,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000497,In-Person,Agent,2023-10-05,LOC0856,2023-08-14,Fire,LOC0470,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000498,Phone,Policyholder,2024-04-14,LOC0838,2024-03-11,Fire,LOC0323,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000499,Online,Broker,2024-09-01,LOC0823,2024-03-05,Natural Disaster,LOC0795,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000500,In-Person,Policyholder,2023-09-19,LOC0587,2022-02-02,Collision,LOC0204,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000501,Phone,Agent,2023-11-01,LOC0286,2021-10-27,Fire,LOC0953,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000502,Email,Policyholder,2022-03-13,LOC0202,2023-08-19,Theft,LOC0793,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000503,Phone,Broker,2022-07-30,LOC0718,2024-05-29,Collision,LOC0122,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000504,Online,Broker,2023-03-25,LOC0833,2024-03-08,Collision,LOC0072,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000505,In-Person,Broker,2023-04-05,LOC0997,2024-02-25,Theft,LOC0344,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000506,Online,Policyholder,2022-05-10,LOC0734,2021-11-15,Collision,LOC0770,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000507,Phone,Policyholder,2024-07-14,LOC0064,2024-08-07,Natural Disaster,LOC0769,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000508,Email,Agent,2023-01-27,LOC0655,2022-05-29,Natural Disaster,LOC0057,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000509,Online,Policyholder,2023-07-17,LOC0228,2023-03-29,Fire,LOC0167,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000510,Phone,Agent,2024-02-28,LOC0300,2022-01-22,Natural Disaster,LOC0416,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000511,Online,Broker,2023-12-25,LOC0135,2024-05-20,Collision,LOC0398,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000512,Online,Broker,2023-03-28,LOC0145,2021-06-23,Theft,LOC0942,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000513,Online,Agent,2023-04-08,LOC0411,2024-06-29,Collision,LOC0528,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000514,Online,Broker,2022-05-28,LOC0548,2024-10-07,Collision,LOC0201,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000515,Phone,Agent,2022-08-31,LOC0354,2023-08-20,Collision,LOC0999,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000516,Online,Agent,2024-07-26,LOC0764,2022-06-15,Fire,LOC0479,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000517,Phone,Broker,2024-08-02,LOC0978,2023-12-03,Fire,LOC0759,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000518,In-Person,Broker,2023-01-28,LOC0291,2023-07-08,Fire,LOC0850,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000519,Email,Agent,2024-02-01,LOC0863,2021-07-04,Theft,LOC0927,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000520,Online,Policyholder,2024-03-06,LOC0652,2024-09-30,Collision,LOC0945,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000521,Email,Broker,2022-07-02,LOC0580,2022-07-28,Fire,LOC0727,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000522,Email,Agent,2024-09-04,LOC0178,2024-01-14,Collision,LOC0425,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000523,In-Person,Agent,2022-08-16,LOC0475,2021-02-05,Natural Disaster,LOC0754,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000524,In-Person,Policyholder,2022-02-04,LOC0163,2022-08-14,Fire,LOC0140,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000525,Email,Policyholder,2022-09-25,LOC0414,2021-11-28,Fire,LOC0931,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000526,Online,Broker,2024-02-13,LOC0116,2021-03-03,Theft,LOC0381,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000527,Email,Broker,2022-06-14,LOC0279,2024-04-23,Fire,LOC0862,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000528,Phone,Broker,2024-06-11,LOC0233,2024-04-21,Fire,LOC0441,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000529,In-Person,Broker,2024-09-19,LOC0371,2023-02-19,Natural Disaster,LOC0303,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000530,Phone,Agent,2024-12-04,LOC0012,2024-02-17,Theft,LOC0055,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000531,Email,Broker,2023-03-21,LOC0784,2021-04-04,Theft,LOC0687,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000532,Online,Policyholder,2022-07-22,LOC0590,2022-12-16,Fire,LOC0039,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000533,Email,Agent,2024-05-12,LOC0188,2021-05-22,Theft,LOC0700,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000534,Email,Agent,2023-11-17,LOC0280,2021-01-18,Natural Disaster,LOC0491,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000535,Email,Broker,2022-05-30,LOC0712,2021-01-30,Natural Disaster,LOC0396,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000536,In-Person,Broker,2022-08-30,LOC0393,2024-08-12,Fire,LOC0648,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000537,In-Person,Policyholder,2024-07-19,LOC0932,2024-12-05,Theft,LOC0914,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000538,Online,Broker,2024-12-28,LOC0179,2024-07-03,Natural Disaster,LOC0408,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000539,In-Person,Policyholder,2024-09-23,LOC0750,2021-12-12,Fire,LOC0457,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000540,In-Person,Broker,2022-01-07,LOC0001,2024-04-07,Theft,LOC0922,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000541,Email,Broker,2023-02-07,LOC0623,2023-01-27,Theft,LOC0210,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000542,Phone,Agent,2022-07-23,LOC0927,2023-05-01,Collision,LOC0241,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000543,Phone,Agent,2023-03-04,LOC0612,2023-01-10,Collision,LOC0837,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000544,Phone,Agent,2023-12-29,LOC0021,2024-03-14,Natural Disaster,LOC0280,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000545,Online,Agent,2024-03-27,LOC0723,2022-10-25,Collision,LOC0148,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000546,In-Person,Agent,2024-09-05,LOC0374,2021-03-03,Theft,LOC0673,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000547,Online,Agent,2022-10-18,LOC0777,2021-05-11,Fire,LOC0298,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000548,In-Person,Policyholder,2022-02-13,LOC0029,2022-08-08,Natural Disaster,LOC0228,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000549,Email,Broker,2024-11-20,LOC0690,2024-07-26,Natural Disaster,LOC0985,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000550,In-Person,Agent,2022-03-19,LOC0977,2024-12-11,Fire,LOC0264,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000551,Phone,Broker,2023-08-06,LOC0207,2024-02-17,Fire,LOC0344,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000552,In-Person,Broker,2022-12-31,LOC0655,2022-03-06,Theft,LOC0805,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000553,In-Person,Agent,2022-08-09,LOC0775,2021-06-22,Theft,LOC0266,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000554,Online,Broker,2024-05-03,LOC0961,2024-10-03,Collision,LOC0149,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000555,Online,Agent,2023-05-11,LOC0933,2021-06-27,Fire,LOC0041,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000556,Online,Policyholder,2022-03-05,LOC0009,2023-02-05,Fire,LOC0207,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000557,Online,Policyholder,2024-03-16,LOC0201,2022-10-10,Collision,LOC0220,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000558,Email,Broker,2022-03-25,LOC0595,2023-07-22,Collision,LOC0784,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000559,Email,Policyholder,2022-02-05,LOC0674,2023-03-17,Natural Disaster,LOC0211,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000560,In-Person,Agent,2022-08-10,LOC0680,2021-05-23,Collision,LOC0893,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000561,Online,Agent,2023-09-17,LOC0128,2022-12-19,Theft,LOC0804,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000562,Phone,Agent,2022-06-03,LOC0011,2024-01-17,Theft,LOC0599,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000563,Email,Broker,2024-10-23,LOC0100,2024-08-19,Natural Disaster,LOC0208,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000564,Email,Policyholder,2024-01-18,LOC0437,2023-03-04,Theft,LOC0005,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000565,Email,Agent,2024-11-06,LOC0057,2023-08-19,Natural Disaster,LOC0316,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
